fname	 datetime	 frames	 zdepth	 tottime (s)	 stimbouts	locnum	active cells	inverted cell flag	stimulus code	qualitative goodness (0-10)	Driver	Moving	Layer(2/4)	Stimulus Wavelength	flyID	responsivefly	Layercheck	SingleFly	PTX_5_100	Washout5mM	Washout100mM
200814_Fly3_10_Image12_pData_SIMA_only_m.mat		1800	60.83	1664692					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_1_Image2_pData_SIMA_only_m.mat		1800	30.23	1664828					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_2_Image3_pData_SIMA_only_m.mat		1800	45.1	1664828					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_3_Image4_pData_SIMA_only_m.mat		1800	61.55	1664828					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_4_Image5_pData_SIMA_only_m.mat		1800	75.08	1664828					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_5_Image6_pData_SIMA_only_m.mat		1800	31.73	166492					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_6_Image7_pData_SIMA_only_m.mat		1800	45.1	166492					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_7_Image8_pData_SIMA_only_m.mat		1800	60.2	166492					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_8_Image9_pData_SIMA_only_m.mat		1800	74.8	166492					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly3_9_Image11_pData_SIMA_only_m.mat		1800	45.6	1664692					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	585	1	0	0	0	0	0
200814_Fly4_10_Image10_pData_SIMA_only_m.mat		1800	45.3	1664572					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_11_Image11_pData_SIMA_only_m.mat		1800	60.1	1664572					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_12_Image12_pData_SIMA_only_m.mat		1800	75.37	1664572					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_1_Image1_pData_SIMA_only_m.mat		1800	43951	1664413					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_2_Image2_pData_SIMA_only_m.mat		1800	45.25	1664413					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_3_Image3_pData_SIMA_only_m.mat		1800	60.45	1664413					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_4_Image4_pData_SIMA_only_m.mat		1800	75.6	1664413					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_5_Image5_pData_SIMA_only_m.mat		1800	30.33	1664931					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_6_Image6_pData_SIMA_only_m.mat		1800	45.6	1664931					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_7_Image7_pData_SIMA_only_m.mat		1800	60.75	1664931					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
200814_Fly4_8_Image8_pData_SIMA_only_m.mat		1800	75.68	1664931					DriftingEdge_LumDecLumInc_1period_20degPerSec_90deg_BlankRand_8Dirs_optimized		w+_R59E08lexA-homo>>GCaMP6f	0		482	586	1	0	0	0	0	0
